SNOMEDID,DMD_description
1271011000001107,Carbamazepine 100mg tablets
17410811000001103,Carbamazepine 100mg tablets
206611000001101,Carbamazepine 100mg tablets (A A H Pharmaceuticals Ltd)
1559211000001106,Carbamazepine 100mg tablets (A A H Pharmaceuticals Ltd)
1559511000001109,Carbamazepine 100mg tablets (A A H Pharmaceuticals Ltd)
12878211000001102,Carbamazepine 100mg tablets (A A H Pharmaceuticals Ltd)
19509311000001102,Carbamazepine 100mg tablets (A A H Pharmaceuticals Ltd)
506411000001105,Carbamazepine 100mg tablets (Alliance Healthcare (Distribution) Ltd)
1562111000001100,Carbamazepine 100mg tablets (Alliance Healthcare (Distribution) Ltd)
1562311000001103,Carbamazepine 100mg tablets (Alliance Healthcare (Distribution) Ltd)
19817511000001100,Carbamazepine 100mg tablets (Almus Pharmaceuticals Ltd)
19817611000001101,Carbamazepine 100mg tablets (Almus Pharmaceuticals Ltd)
504111000001107,Carbamazepine 100mg tablets (Kent Pharma (UK) Ltd)
1561411000001100,Carbamazepine 100mg tablets (Kent Pharma (UK) Ltd)
4320111000001101,Carbamazepine 100mg tablets (Kent Pharma (UK) Ltd)
39845311000001108,Carbamazepine 100mg tablets (Medihealth (Northern) Ltd)
39845411000001101,Carbamazepine 100mg tablets (Medihealth (Northern) Ltd)
38161111000001105,Carbamazepine 100mg tablets (Medreich Plc)
38161211000001104,Carbamazepine 100mg tablets (Medreich Plc)
612111000001105,Carbamazepine 100mg tablets (Mylan)
1560111000001104,Carbamazepine 100mg tablets (Mylan)
1560611000001107,Carbamazepine 100mg tablets (Mylan)
17410911000001108,Carbamazepine 100mg tablets (Mylan)
332111000001105,Carbamazepine 100mg tablets (Teva UK Ltd)
1560011000001100,Carbamazepine 100mg tablets (Teva UK Ltd)
12323711000001100,Carbamazepine 100mg/5ml oral solution
12387411000001108,Carbamazepine 100mg/5ml oral solution
12323811000001108,Carbamazepine 100mg/5ml oral solution (Special Order)
12324011000001100,Carbamazepine 100mg/5ml oral solution (Special Order)
12322811000001100,Carbamazepine 100mg/5ml oral suspension
12387511000001107,Carbamazepine 100mg/5ml oral suspension
12323011000001102,Carbamazepine 100mg/5ml oral suspension (Special Order)
12323411000001106,Carbamazepine 100mg/5ml oral suspension (Special Order)
322891009,Carbamazepine 100mg/5ml oral suspension sugar free
1256511000001105,Carbamazepine 100mg/5ml oral suspension sugar free
5419111000001102,Carbamazepine 100mg/5ml oral suspension sugar free
10505211000001106,Carbamazepine 100mg/5ml oral suspension sugar free
19570411000001105,Carbamazepine 100mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
19570511000001109,Carbamazepine 100mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
19491711000001107,Carbamazepine 100mg/5ml oral suspension sugar free (Accord Healthcare Ltd)
19491811000001104,Carbamazepine 100mg/5ml oral suspension sugar free (Accord Healthcare Ltd)
34574311000001105,Carbamazepine 100mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
34574411000001103,Carbamazepine 100mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
22629711000001105,Carbamazepine 100mg/5ml oral suspension sugar free (DE Pharmaceuticals)
22629811000001102,Carbamazepine 100mg/5ml oral suspension sugar free (DE Pharmaceuticals)
38819711000001102,Carbamazepine 100mg/5ml oral suspension sugar free (Medihealth (Northern) Ltd)
38819811000001105,Carbamazepine 100mg/5ml oral suspension sugar free (Medihealth (Northern) Ltd)
29778811000001108,Carbamazepine 100mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
29778911000001103,Carbamazepine 100mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
34759711000001106,Carbamazepine 100mg/5ml oral suspension sugar free (Sun Pharmaceutical Industries Europe B.V.)
34759811000001103,Carbamazepine 100mg/5ml oral suspension sugar free (Sun Pharmaceutical Industries Europe B.V.)
12324811000001106,Carbamazepine 10mg/5ml oral solution
12387611000001106,Carbamazepine 10mg/5ml oral solution
12324911000001101,Carbamazepine 10mg/5ml oral solution (Special Order)
12325011000001101,Carbamazepine 10mg/5ml oral solution (Special Order)
12324311000001102,Carbamazepine 10mg/5ml oral suspension
12387711000001102,Carbamazepine 10mg/5ml oral suspension
12324411000001109,Carbamazepine 10mg/5ml oral suspension (Special Order)
12324511000001108,Carbamazepine 10mg/5ml oral suspension (Special Order)
12325811000001107,Carbamazepine 120mg/5ml oral solution
12387811000001105,Carbamazepine 120mg/5ml oral solution
12325911000001102,Carbamazepine 120mg/5ml oral solution (Special Order)
12326011000001105,Carbamazepine 120mg/5ml oral solution (Special Order)
12325311000001103,Carbamazepine 120mg/5ml oral suspension
12387911000001100,Carbamazepine 120mg/5ml oral suspension
12325611000001108,Carbamazepine 120mg/5ml oral suspension (Special Order)
12325711000001104,Carbamazepine 120mg/5ml oral suspension (Special Order)
322887004,Carbamazepine 125mg suppositories
3923711000001104,Carbamazepine 125mg suppositories
34187611000001108,Carbamazepine 125mg suppositories (A A H Pharmaceuticals Ltd)
34187711000001104,Carbamazepine 125mg suppositories (A A H Pharmaceuticals Ltd)
33732111000001104,Carbamazepine 125mg suppositories (Alliance Healthcare (Distribution) Ltd)
33732211000001105,Carbamazepine 125mg suppositories (Alliance Healthcare (Distribution) Ltd)
33676811000001100,Carbamazepine 125mg suppositories (Essential Pharma Ltd)
33676911000001105,Carbamazepine 125mg suppositories (Essential Pharma Ltd)
322889001,Carbamazepine 200mg chewable tablets sugar free
3160611000001106,Carbamazepine 200mg chewable tablets sugar free
1026211000001101,Carbamazepine 200mg modified-release tablets
10504111000001104,Carbamazepine 200mg modified-release tablets
13207111000001103,Carbamazepine 200mg modified-release tablets
14624411000001109,Carbamazepine 200mg modified-release tablets
37082411000001106,Carbamazepine 200mg modified-release tablets
4571411000001103,Carbamazepine 200mg modified-release tablets (A A H Pharmaceuticals Ltd)
4571511000001104,Carbamazepine 200mg modified-release tablets (A A H Pharmaceuticals Ltd)
778111000001105,Carbamazepine 200mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)
2086511000001107,Carbamazepine 200mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)
13197711000001102,Carbamazepine 200mg modified-release tablets (Dowelhurst Ltd)
13197911000001100,Carbamazepine 200mg modified-release tablets (Dowelhurst Ltd)
851511000001107,Carbamazepine 200mg modified-release tablets (Kent Pharma (UK) Ltd)
2085911000001107,Carbamazepine 200mg modified-release tablets (Kent Pharma (UK) Ltd)
322864007,Carbamazepine 200mg tablets
940711000001101,Carbamazepine 200mg tablets
1115011000001100,Carbamazepine 200mg tablets
1207211000001101,Carbamazepine 200mg tablets
10185111000001109,Carbamazepine 200mg tablets
16265411000001108,Carbamazepine 200mg tablets
380311000001102,Carbamazepine 200mg tablets (A A H Pharmaceuticals Ltd)
1562911000001102,Carbamazepine 200mg tablets (A A H Pharmaceuticals Ltd)
1563011000001105,Carbamazepine 200mg tablets (A A H Pharmaceuticals Ltd)
12878311000001105,Carbamazepine 200mg tablets (A A H Pharmaceuticals Ltd)
19509411000001109,Carbamazepine 200mg tablets (A A H Pharmaceuticals Ltd)
520611000001103,Carbamazepine 200mg tablets (Alliance Healthcare (Distribution) Ltd)
1566911000001103,Carbamazepine 200mg tablets (Alliance Healthcare (Distribution) Ltd)
1567011000001104,Carbamazepine 200mg tablets (Alliance Healthcare (Distribution) Ltd)
20184711000001105,Carbamazepine 200mg tablets (Alliance Healthcare (Distribution) Ltd)
19817711000001105,Carbamazepine 200mg tablets (Almus Pharmaceuticals Ltd)
19817811000001102,Carbamazepine 200mg tablets (Almus Pharmaceuticals Ltd)
406111000001108,Carbamazepine 200mg tablets (Kent Pharma (UK) Ltd)
1566011000001102,Carbamazepine 200mg tablets (Kent Pharma (UK) Ltd)
1566111000001101,Carbamazepine 200mg tablets (Kent Pharma (UK) Ltd)
38819911000001100,Carbamazepine 200mg tablets (Medihealth (Northern) Ltd)
38820011000001103,Carbamazepine 200mg tablets (Medihealth (Northern) Ltd)
38160911000001101,Carbamazepine 200mg tablets (Medreich Plc)
38161011000001109,Carbamazepine 200mg tablets (Medreich Plc)
196211000001103,Carbamazepine 200mg tablets (Mylan)
1564811000001101,Carbamazepine 200mg tablets (Mylan)
1564911000001106,Carbamazepine 200mg tablets (Mylan)
17417511000001102,Carbamazepine 200mg tablets (Mylan)
34211000001106,Carbamazepine 200mg tablets (Teva UK Ltd)
1564511000001104,Carbamazepine 200mg tablets (Teva UK Ltd)
12326611000001103,Carbamazepine 200mg/5ml oral solution
12388011000001103,Carbamazepine 200mg/5ml oral solution
12326711000001107,Carbamazepine 200mg/5ml oral solution (Special Order)
12327011000001108,Carbamazepine 200mg/5ml oral solution (Special Order)
12326111000001106,Carbamazepine 200mg/5ml oral suspension
12388111000001102,Carbamazepine 200mg/5ml oral suspension
12326411000001101,Carbamazepine 200mg/5ml oral suspension (Special Order)
12326511000001102,Carbamazepine 200mg/5ml oral suspension (Special Order)
322888009,Carbamazepine 250mg suppositories
3924011000001104,Carbamazepine 250mg suppositories
33732311000001102,Carbamazepine 250mg suppositories (Alliance Healthcare (Distribution) Ltd)
33732411000001109,Carbamazepine 250mg suppositories (Alliance Healthcare (Distribution) Ltd)
33677011000001109,Carbamazepine 250mg suppositories (Essential Pharma Ltd)
33677111000001105,Carbamazepine 250mg suppositories (Essential Pharma Ltd)
12327811000001102,Carbamazepine 35mg/5ml oral solution
12388211000001108,Carbamazepine 35mg/5ml oral solution
12327911000001107,Carbamazepine 35mg/5ml oral solution (Special Order)
12328011000001109,Carbamazepine 35mg/5ml oral solution (Special Order)
12327311000001106,Carbamazepine 35mg/5ml oral suspension
12388311000001100,Carbamazepine 35mg/5ml oral suspension
12327411000001104,Carbamazepine 35mg/5ml oral suspension (Special Order)
12327511000001100,Carbamazepine 35mg/5ml oral suspension (Special Order)
1187311000001108,Carbamazepine 400mg modified-release tablets
5418611000001101,Carbamazepine 400mg modified-release tablets
18196411000001105,Carbamazepine 400mg modified-release tablets
21503911000001106,Carbamazepine 400mg modified-release tablets
37082511000001105,Carbamazepine 400mg modified-release tablets
4571611000001100,Carbamazepine 400mg modified-release tablets (A A H Pharmaceuticals Ltd)
4571711000001109,Carbamazepine 400mg modified-release tablets (A A H Pharmaceuticals Ltd)
509911000001106,Carbamazepine 400mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)
2151611000001101,Carbamazepine 400mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)
13199011000001108,Carbamazepine 400mg modified-release tablets (Dowelhurst Ltd)
13199111000001109,Carbamazepine 400mg modified-release tablets (Dowelhurst Ltd)
796011000001100,Carbamazepine 400mg modified-release tablets (Kent Pharma (UK) Ltd)
2152111000001104,Carbamazepine 400mg modified-release tablets (Kent Pharma (UK) Ltd)
322865008,Carbamazepine 400mg tablets
958911000001100,Carbamazepine 400mg tablets
992311000001105,Carbamazepine 400mg tablets
1180511000001101,Carbamazepine 400mg tablets
253111000001106,Carbamazepine 400mg tablets (A A H Pharmaceuticals Ltd)
1568111000001102,Carbamazepine 400mg tablets (A A H Pharmaceuticals Ltd)
1568311000001100,Carbamazepine 400mg tablets (A A H Pharmaceuticals Ltd)
12878411000001103,Carbamazepine 400mg tablets (A A H Pharmaceuticals Ltd)
405811000001109,Carbamazepine 400mg tablets (Alliance Healthcare (Distribution) Ltd)
1570711000001108,Carbamazepine 400mg tablets (Alliance Healthcare (Distribution) Ltd)
1597911000001102,Carbamazepine 400mg tablets (Alliance Healthcare (Distribution) Ltd)
23642411000001100,Carbamazepine 400mg tablets (Alliance Healthcare (Distribution) Ltd)
19817911000001107,Carbamazepine 400mg tablets (Almus Pharmaceuticals Ltd)
19818011000001109,Carbamazepine 400mg tablets (Almus Pharmaceuticals Ltd)
425011000001109,Carbamazepine 400mg tablets (Kent Pharma (UK) Ltd)
1569811000001102,Carbamazepine 400mg tablets (Kent Pharma (UK) Ltd)
4743011000001106,Carbamazepine 400mg tablets (Kent Pharma (UK) Ltd)
13719511000001108,Carbamazepine 400mg tablets (Kent Pharma (UK) Ltd)
39845111000001106,Carbamazepine 400mg tablets (Medihealth (Northern) Ltd)
39845211000001100,Carbamazepine 400mg tablets (Medihealth (Northern) Ltd)
38160711000001103,Carbamazepine 400mg tablets (Medreich Plc)
38160811000001106,Carbamazepine 400mg tablets (Medreich Plc)
35711000001100,Carbamazepine 400mg tablets (Mylan)
1569211000001103,Carbamazepine 400mg tablets (Mylan)
13494711000001108,Carbamazepine 400mg tablets (Mylan)
89011000001106,Carbamazepine 400mg tablets (Teva UK Ltd)
1568611000001105,Carbamazepine 400mg tablets (Teva UK Ltd)
8326011000001100,Carbamazepine 40mg/5ml oral suspension
8354711000001108,Carbamazepine 40mg/5ml oral suspension
8326111000001104,Carbamazepine 40mg/5ml oral suspension (Special Order)
8326411000001109,Carbamazepine 40mg/5ml oral suspension (Special Order)
8326811000001106,Carbamazepine 500mg/5ml oral suspension
8354911000001105,Carbamazepine 500mg/5ml oral suspension
8326911000001101,Carbamazepine 500mg/5ml oral suspension (Special Order)
8327011000001102,Carbamazepine 500mg/5ml oral suspension (Special Order)
34605911000001109,Carbamazepine 50mg/5ml oral solution
34606411000001105,Carbamazepine 50mg/5ml oral solution
34606011000001101,Carbamazepine 50mg/5ml oral solution (Special Order)
34606111000001100,Carbamazepine 50mg/5ml oral solution (Special Order)
3920911000001105,Convulex 150mg gastro-resistant capsules (G.L. Pharma UK Ltd)
3921011000001102,Convulex 150mg gastro-resistant capsules (G.L. Pharma UK Ltd)
38528311000001102,Convulex 150mg gastro-resistant capsules (G.L. Pharma UK Ltd)
3921311000001104,Convulex 300mg gastro-resistant capsules (G.L. Pharma UK Ltd)
3921411000001106,Convulex 300mg gastro-resistant capsules (G.L. Pharma UK Ltd)
38528511000001108,Convulex 300mg gastro-resistant capsules (G.L. Pharma UK Ltd)
3921711000001100,Convulex 500mg gastro-resistant capsules (G.L. Pharma UK Ltd)
3921811000001108,Convulex 500mg gastro-resistant capsules (G.L. Pharma UK Ltd)
38528711000001103,Convulex 500mg gastro-resistant capsules (G.L. Pharma UK Ltd)
35596611000001107,Depakin 200mg/ml oral solution (Imported (Italy))
35596711000001103,Depakin 200mg/ml oral solution (Imported (Italy))
11141611000001101,Depakote 125mg sprinkle gastro-resistant capsules (Imported (United States))
11141711000001105,Depakote 125mg sprinkle gastro-resistant capsules (Imported (United States))
37402611000001101,Depakote 250mg gastro-resistant tablets (CST Pharma Ltd)
37402711000001105,Depakote 250mg gastro-resistant tablets (CST Pharma Ltd)
38077311000001104,Depakote 250mg gastro-resistant tablets (CST Pharma Ltd)
38127611000001104,Depakote 250mg gastro-resistant tablets (DE Pharmaceuticals)
38127711000001108,Depakote 250mg gastro-resistant tablets (DE Pharmaceuticals)
10494211000001102,Depakote 250mg gastro-resistant tablets (Dowelhurst Ltd)
10494411000001103,Depakote 250mg gastro-resistant tablets (Dowelhurst Ltd)
37370711000001105,Depakote 250mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)
37370811000001102,Depakote 250mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)
37629911000001108,Depakote 250mg gastro-resistant tablets (Pilsco Ltd)
37630011000001103,Depakote 250mg gastro-resistant tablets (Pilsco Ltd)
3846411000001106,Depakote 250mg gastro-resistant tablets (Sanofi)
3846611000001109,Depakote 250mg gastro-resistant tablets (Sanofi)
36442911000001102,Depakote 250mg gastro-resistant tablets (Sanofi)
22643011000001108,Depakote 250mg gastro-resistant tablets (Waymade Healthcare Plc)
22643111000001109,Depakote 250mg gastro-resistant tablets (Waymade Healthcare Plc)
37888711000001103,Depakote 500mg gastro-resistant tablets (CST Pharma Ltd)
37888811000001106,Depakote 500mg gastro-resistant tablets (CST Pharma Ltd)
38127811000001100,Depakote 500mg gastro-resistant tablets (DE Pharmaceuticals)
38127911000001105,Depakote 500mg gastro-resistant tablets (DE Pharmaceuticals)
38128011000001107,Depakote 500mg gastro-resistant tablets (DE Pharmaceuticals)
10495111000001107,Depakote 500mg gastro-resistant tablets (Dowelhurst Ltd)
10495311000001109,Depakote 500mg gastro-resistant tablets (Dowelhurst Ltd)
37370911000001107,Depakote 500mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)
37371011000001104,Depakote 500mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)
37630111000001102,Depakote 500mg gastro-resistant tablets (Pilsco Ltd)
37630211000001108,Depakote 500mg gastro-resistant tablets (Pilsco Ltd)
3847111000001103,Depakote 500mg gastro-resistant tablets (Sanofi)
3847511000001107,Depakote 500mg gastro-resistant tablets (Sanofi)
36443111000001106,Depakote 500mg gastro-resistant tablets (Sanofi)
10521511000001102,Depakote 500mg gastro-resistant tablets (Waymade Healthcare Plc)
10521711000001107,Depakote 500mg gastro-resistant tablets (Waymade Healthcare Plc)
38998111000001101,Dyzantil 200mg modified-release tablets (Aspire Pharma Ltd)
38998211000001107,Dyzantil 200mg modified-release tablets (Aspire Pharma Ltd)
38998711000001100,Dyzantil 300mg modified-release tablets (Aspire Pharma Ltd)
38998811000001108,Dyzantil 300mg modified-release tablets (Aspire Pharma Ltd)
38999111000001108,Dyzantil 500mg modified-release tablets (Aspire Pharma Ltd)
38999211000001102,Dyzantil 500mg modified-release tablets (Aspire Pharma Ltd)
552511000001100,Epilim 100mg crushable tablets (Sanofi)
2275711000001107,Epilim 100mg crushable tablets (Sanofi)
36442311000001103,Epilim 100mg crushable tablets (Sanofi)
889311000001108,Epilim 200 gastro-resistant tablets (Sanofi)
2277411000001107,Epilim 200 gastro-resistant tablets (Sanofi)
36442511000001109,Epilim 200 gastro-resistant tablets (Sanofi)
100011000001108,Epilim 200mg/5ml liquid (Sanofi)
2227611000001106,Epilim 200mg/5ml liquid (Sanofi)
10854811000001104,Epilim 200mg/5ml liquid (Waymade Healthcare Plc)
10854911000001109,Epilim 200mg/5ml liquid (Waymade Healthcare Plc)
18577111000001101,Epilim 200mg/5ml syrup (DE Pharmaceuticals)
18577211000001107,Epilim 200mg/5ml syrup (DE Pharmaceuticals)
16172611000001105,Epilim 200mg/5ml syrup (Lexon (UK) Ltd)
16172711000001101,Epilim 200mg/5ml syrup (Lexon (UK) Ltd)
16571411000001107,Epilim 200mg/5ml syrup (Mawdsley-Brooks & Company Ltd)
16571511000001106,Epilim 200mg/5ml syrup (Mawdsley-Brooks & Company Ltd)
892411000001106,Epilim 200mg/5ml syrup (Sanofi)
2225511000001103,Epilim 200mg/5ml syrup (Sanofi)
17558311000001106,Epilim 200mg/5ml syrup (Sigma Pharmaceuticals Plc)
17558411000001104,Epilim 200mg/5ml syrup (Sigma Pharmaceuticals Plc)
29052311000001102,Epilim 200mg/5ml syrup (Waymade Healthcare Plc)
29052411000001109,Epilim 200mg/5ml syrup (Waymade Healthcare Plc)
448711000001102,Epilim 500 gastro-resistant tablets (Sanofi)
2278211000001107,Epilim 500 gastro-resistant tablets (Sanofi)
36442711000001104,Epilim 500 gastro-resistant tablets (Sanofi)
10854611000001103,Epilim 500 gastro-resistant tablets (Waymade Healthcare Plc)
10854711000001107,Epilim 500 gastro-resistant tablets (Waymade Healthcare Plc)
37362411000001107,Epilim Chrono 200 tablets (CST Pharma Ltd)
37362511000001106,Epilim Chrono 200 tablets (CST Pharma Ltd)
37889011000001105,Epilim Chrono 200 tablets (CST Pharma Ltd)
18576511000001108,Epilim Chrono 200 tablets (DE Pharmaceuticals)
18576611000001107,Epilim Chrono 200 tablets (DE Pharmaceuticals)
16172011000001103,Epilim Chrono 200 tablets (Lexon (UK) Ltd)
16172111000001102,Epilim Chrono 200 tablets (Lexon (UK) Ltd)
16571611000001105,Epilim Chrono 200 tablets (Mawdsley-Brooks & Company Ltd)
16571711000001101,Epilim Chrono 200 tablets (Mawdsley-Brooks & Company Ltd)
37635111000001105,Epilim Chrono 200 tablets (Pilsco Ltd)
37635211000001104,Epilim Chrono 200 tablets (Pilsco Ltd)
39033911000001108,Epilim Chrono 200 tablets (Pilsco Ltd)
489711000001100,Epilim Chrono 200 tablets (Sanofi)
2280211000001102,Epilim Chrono 200 tablets (Sanofi)
36448011000001103,Epilim Chrono 200 tablets (Sanofi)
14220911000001108,Epilim Chrono 200 tablets (Sigma Pharmaceuticals Plc)
14221011000001100,Epilim Chrono 200 tablets (Sigma Pharmaceuticals Plc)
10854011000001105,Epilim Chrono 200 tablets (Waymade Healthcare Plc)
10854111000001106,Epilim Chrono 200 tablets (Waymade Healthcare Plc)
37362611000001105,Epilim Chrono 300 tablets (CST Pharma Ltd)
37362711000001101,Epilim Chrono 300 tablets (CST Pharma Ltd)
37949911000001105,Epilim Chrono 300 tablets (CST Pharma Ltd)
18576711000001103,Epilim Chrono 300 tablets (DE Pharmaceuticals)
18576811000001106,Epilim Chrono 300 tablets (DE Pharmaceuticals)
16172211000001108,Epilim Chrono 300 tablets (Lexon (UK) Ltd)
16172311000001100,Epilim Chrono 300 tablets (Lexon (UK) Ltd)
17503111000001107,Epilim Chrono 300 tablets (Mawdsley-Brooks & Company Ltd)
17503211000001101,Epilim Chrono 300 tablets (Mawdsley-Brooks & Company Ltd)
37635311000001107,Epilim Chrono 300 tablets (Pilsco Ltd)
37635411000001100,Epilim Chrono 300 tablets (Pilsco Ltd)
39034011000001106,Epilim Chrono 300 tablets (Pilsco Ltd)
789911000001106,Epilim Chrono 300 tablets (Sanofi)
2281211000001108,Epilim Chrono 300 tablets (Sanofi)
36448211000001108,Epilim Chrono 300 tablets (Sanofi)
14221111000001104,Epilim Chrono 300 tablets (Sigma Pharmaceuticals Plc)
14221211000001105,Epilim Chrono 300 tablets (Sigma Pharmaceuticals Plc)
10854211000001100,Epilim Chrono 300 tablets (Waymade Healthcare Plc)
10854311000001108,Epilim Chrono 300 tablets (Waymade Healthcare Plc)
37362811000001109,Epilim Chrono 500 tablets (CST Pharma Ltd)
37362911000001104,Epilim Chrono 500 tablets (CST Pharma Ltd)
37949811000001100,Epilim Chrono 500 tablets (CST Pharma Ltd)
18576911000001101,Epilim Chrono 500 tablets (DE Pharmaceuticals)
18577011000001102,Epilim Chrono 500 tablets (DE Pharmaceuticals)
16172411000001107,Epilim Chrono 500 tablets (Lexon (UK) Ltd)
16172511000001106,Epilim Chrono 500 tablets (Lexon (UK) Ltd)
16571811000001109,Epilim Chrono 500 tablets (Mawdsley-Brooks & Company Ltd)
16571911000001104,Epilim Chrono 500 tablets (Mawdsley-Brooks & Company Ltd)
37635511000001101,Epilim Chrono 500 tablets (Pilsco Ltd)
37635611000001102,Epilim Chrono 500 tablets (Pilsco Ltd)
39034111000001107,Epilim Chrono 500 tablets (Pilsco Ltd)
739111000001100,Epilim Chrono 500 tablets (Sanofi)
2281611000001105,Epilim Chrono 500 tablets (Sanofi)
36448411000001107,Epilim Chrono 500 tablets (Sanofi)
14221311000001102,Epilim Chrono 500 tablets (Sigma Pharmaceuticals Plc)
14221411000001109,Epilim Chrono 500 tablets (Sigma Pharmaceuticals Plc)
10854411000001101,Epilim Chrono 500 tablets (Waymade Healthcare Plc)
10854511000001102,Epilim Chrono 500 tablets (Waymade Healthcare Plc)
39835011000001109,Epilim Chronosphere MR 1000mg granules sachets (CST Pharma Ltd)
39835111000001105,Epilim Chronosphere MR 1000mg granules sachets (CST Pharma Ltd)
15439411000001102,Epilim Chronosphere MR 1000mg granules sachets (Sanofi)
15439511000001103,Epilim Chronosphere MR 1000mg granules sachets (Sanofi)
21501111000001107,Epilim Chronosphere MR 1000mg granules sachets (Waymade Healthcare Plc)
21501211000001101,Epilim Chronosphere MR 1000mg granules sachets (Waymade Healthcare Plc)
37356911000001108,Epilim Chronosphere MR 100mg granules sachets (CST Pharma Ltd)
37357011000001107,Epilim Chronosphere MR 100mg granules sachets (CST Pharma Ltd)
37412511000001103,Epilim Chronosphere MR 100mg granules sachets (Mawdsley-Brooks & Company Ltd)
37412711000001108,Epilim Chronosphere MR 100mg granules sachets (Mawdsley-Brooks & Company Ltd)
39137111000001108,Epilim Chronosphere MR 100mg granules sachets (Pilsco Ltd)
39137211000001102,Epilim Chronosphere MR 100mg granules sachets (Pilsco Ltd)
13665411000001101,Epilim Chronosphere MR 100mg granules sachets (Sanofi)
13665511000001102,Epilim Chronosphere MR 100mg granules sachets (Sanofi)
20560511000001102,Epilim Chronosphere MR 100mg granules sachets (Waymade Healthcare Plc)
20560611000001103,Epilim Chronosphere MR 100mg granules sachets (Waymade Healthcare Plc)
37380911000001101,Epilim Chronosphere MR 250mg granules sachets (CST Pharma Ltd)
37381111000001105,Epilim Chronosphere MR 250mg granules sachets (CST Pharma Ltd)
13665711000001107,Epilim Chronosphere MR 250mg granules sachets (Sanofi)
13665811000001104,Epilim Chronosphere MR 250mg granules sachets (Sanofi)
