SNOMEDID,DMD_description
18457311000001109,Amitriptyline 10mg tablets (Accord Healthcare Ltd)
268711000001108,Amitriptyline 10mg tablets (Actavis UK Ltd)
1420411000001107,Amitriptyline 10mg tablets (Actavis UK Ltd)
179011000001109,Amitriptyline 10mg tablets (Alliance Healthcare (Distribution) Ltd)
1421611000001100,Amitriptyline 10mg tablets (Alliance Healthcare (Distribution) Ltd)
9784511000001105,Amitriptyline 10mg tablets (Almus Pharmaceuticals Ltd)
9784611000001109,Amitriptyline 10mg tablets (Almus Pharmaceuticals Ltd)
20438711000001109,Amitriptyline 10mg tablets (Arrow Generics Ltd)
20438811000001101,Amitriptyline 10mg tablets (Arrow Generics Ltd)
36612511000001100,Amitriptyline 10mg tablets (Bristol Laboratories Ltd)
36612611000001101,Amitriptyline 10mg tablets (Bristol Laboratories Ltd)
22589711000001107,Amitriptyline 10mg tablets (DE Pharmaceuticals)
22589811000001104,Amitriptyline 10mg tablets (DE Pharmaceuticals)
13109811000001104,Amitriptyline 10mg tablets (Dowelhurst Ltd)
13109911000001109,Amitriptyline 10mg tablets (Dowelhurst Ltd)
34103511000001100,Amitriptyline 10mg tablets (Genesis Pharmaceuticals Ltd)
34103611000001101,Amitriptyline 10mg tablets (Genesis Pharmaceuticals Ltd)
105411000001106,Amitriptyline 10mg tablets (IVAX Pharmaceuticals UK Ltd)
1421911000001106,Amitriptyline 10mg tablets (IVAX Pharmaceuticals UK Ltd)
47511000001100,Amitriptyline 10mg tablets (Kent Pharma (UK) Ltd)
1421211000001102,Amitriptyline 10mg tablets (Kent Pharma (UK) Ltd)
29991511000001104,Amitriptyline 10mg tablets (Mawdsley-Brooks & Company Ltd)
29991611000001100,Amitriptyline 10mg tablets (Mawdsley-Brooks & Company Ltd)
38784611000001108,Amitriptyline 10mg tablets (Medihealth (Northern) Ltd)
38784711000001104,Amitriptyline 10mg tablets (Medihealth (Northern) Ltd)
34966211000001108,Amitriptyline 10mg tablets (NorthStar Healthcare Unlimited Company)
34966311000001100,Amitriptyline 10mg tablets (NorthStar Healthcare Unlimited Company)
17778011000001106,Amitriptyline 10mg tablets (Phoenix Healthcare Distribution Ltd)
17778311000001109,Amitriptyline 10mg tablets (Phoenix Healthcare Distribution Ltd)
29763811000001106,Amitriptyline 10mg tablets (Sigma Pharmaceuticals Plc)
29763911000001101,Amitriptyline 10mg tablets (Sigma Pharmaceuticals Plc)
865611000001103,Amitriptyline 10mg tablets (Teva UK Ltd)
1420711000001101,Amitriptyline 10mg tablets (Teva UK Ltd)
21762711000001103,Amitriptyline 10mg tablets (Waymade Healthcare Plc)
21762911000001101,Amitriptyline 10mg tablets (Waymade Healthcare Plc)
13059111000001107,Amitriptyline 10mg tablets (Wockhardt UK Ltd)
13059211000001101,Amitriptyline 10mg tablets (Wockhardt UK Ltd)
13878911000001104,Amitriptyline 10mg/5ml oral solution
13892411000001104,Amitriptyline 10mg/5ml oral solution
19593711000001103,Amitriptyline 10mg/5ml oral solution
13879011000001108,Amitriptyline 10mg/5ml oral solution (Special Order)
13879911000001107,Amitriptyline 10mg/5ml oral solution (Special Order)
19593811000001106,Amitriptyline 10mg/5ml oral solution (Special Order)
29495711000001108,Amitriptyline 10mg/5ml oral solution sugar free
29686711000001103,Amitriptyline 10mg/5ml oral solution sugar free
30125611000001108,Amitriptyline 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
30125711000001104,Amitriptyline 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
30800511000001103,Amitriptyline 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
30800611000001104,Amitriptyline 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
37105611000001109,Amitriptyline 10mg/5ml oral solution sugar free (DE Pharmaceuticals)
37105711000001100,Amitriptyline 10mg/5ml oral solution sugar free (DE Pharmaceuticals)
38783611000001105,Amitriptyline 10mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)
38783911000001104,Amitriptyline 10mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)
32871411000001108,Amitriptyline 10mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
32871611000001106,Amitriptyline 10mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
29496211000001107,Amitriptyline 10mg/5ml oral solution sugar free (Thame Laboratories Ltd)
29497511000001107,Amitriptyline 10mg/5ml oral solution sugar free (Thame Laboratories Ltd)
29681411000001103,Amitriptyline 10mg/5ml oral solution sugar free (Wockhardt UK Ltd)
29681811000001101,Amitriptyline 10mg/5ml oral solution sugar free (Wockhardt UK Ltd)
8242311000001105,Amitriptyline 10mg/5ml oral suspension
8277811000001102,Amitriptyline 10mg/5ml oral suspension
19593911000001101,Amitriptyline 10mg/5ml oral suspension
8242611000001100,Amitriptyline 10mg/5ml oral suspension (Special Order)
8242811000001101,Amitriptyline 10mg/5ml oral suspension (Special Order)
19594011000001103,Amitriptyline 10mg/5ml oral suspension (Special Order)
11682811000001100,Amitriptyline 150mg/5ml oral solution
11711411000001101,Amitriptyline 150mg/5ml oral solution
11682911000001105,Amitriptyline 150mg/5ml oral solution (Special Order)
11683011000001102,Amitriptyline 150mg/5ml oral solution (Special Order)
11683111000001101,Amitriptyline 15mg/5ml oral solution
11711511000001102,Amitriptyline 15mg/5ml oral solution
11683211000001107,Amitriptyline 15mg/5ml oral solution (Special Order)
11683311000001104,Amitriptyline 15mg/5ml oral solution (Special Order)
11683411000001106,Amitriptyline 2.5mg/5ml oral solution
11711611000001103,Amitriptyline 2.5mg/5ml oral solution
11683511000001105,Amitriptyline 2.5mg/5ml oral solution (Special Order)
11683611000001109,Amitriptyline 2.5mg/5ml oral solution (Special Order)
1000111000001101,Amitriptyline 25mg / Perphenazine 2mg tablets
39731811000001104,Amitriptyline 25mg / Perphenazine 2mg tablets
4534211000001103,Amitriptyline 25mg modified-release capsules
35901211000001108,Amitriptyline 25mg modified-release capsules
321746008,Amitriptyline 25mg tablets
973011000001109,Amitriptyline 25mg tablets
1136811000001107,Amitriptyline 25mg tablets
190511000001102,Amitriptyline 25mg tablets (A A H Pharmaceuticals Ltd)
1422411000001108,Amitriptyline 25mg tablets (A A H Pharmaceuticals Ltd)
1422511000001107,Amitriptyline 25mg tablets (A A H Pharmaceuticals Ltd)
18457411000001102,Amitriptyline 25mg tablets (Accord Healthcare Ltd)
18457511000001103,Amitriptyline 25mg tablets (Accord Healthcare Ltd)
78811000001102,Amitriptyline 25mg tablets (Actavis UK Ltd)
1422811000001105,Amitriptyline 25mg tablets (Actavis UK Ltd)
735211000001108,Amitriptyline 25mg tablets (Alliance Healthcare (Distribution) Ltd)
1423111000001109,Amitriptyline 25mg tablets (Alliance Healthcare (Distribution) Ltd)
9784711000001100,Amitriptyline 25mg tablets (Almus Pharmaceuticals Ltd)
9784811000001108,Amitriptyline 25mg tablets (Almus Pharmaceuticals Ltd)
20438911000001106,Amitriptyline 25mg tablets (Arrow Generics Ltd)
20439011000001102,Amitriptyline 25mg tablets (Arrow Generics Ltd)
36613511000001107,Amitriptyline 25mg tablets (Bristol Laboratories Ltd)
36613611000001106,Amitriptyline 25mg tablets (Bristol Laboratories Ltd)
28978311000001109,Amitriptyline 25mg tablets (Crescent Pharma Ltd)
28978411000001102,Amitriptyline 25mg tablets (Crescent Pharma Ltd)
22589911000001109,Amitriptyline 25mg tablets (DE Pharmaceuticals)
22590011000001101,Amitriptyline 25mg tablets (DE Pharmaceuticals)
13110011000001104,Amitriptyline 25mg tablets (Dowelhurst Ltd)
13110111000001103,Amitriptyline 25mg tablets (Dowelhurst Ltd)
34103711000001105,Amitriptyline 25mg tablets (Genesis Pharmaceuticals Ltd)
34103811000001102,Amitriptyline 25mg tablets (Genesis Pharmaceuticals Ltd)
788611000001109,Amitriptyline 25mg tablets (IVAX Pharmaceuticals UK Ltd)
1423311000001106,Amitriptyline 25mg tablets (IVAX Pharmaceuticals UK Ltd)
440811000001107,Amitriptyline 25mg tablets (Kent Pharma (UK) Ltd)
1423011000001108,Amitriptyline 25mg tablets (Kent Pharma (UK) Ltd)
29991711000001109,Amitriptyline 25mg tablets (Mawdsley-Brooks & Company Ltd)
29991811000001101,Amitriptyline 25mg tablets (Mawdsley-Brooks & Company Ltd)
38784011000001101,Amitriptyline 25mg tablets (Medihealth (Northern) Ltd)
38784111000001100,Amitriptyline 25mg tablets (Medihealth (Northern) Ltd)
34966411000001107,Amitriptyline 25mg tablets (NorthStar Healthcare Unlimited Company)
34966511000001106,Amitriptyline 25mg tablets (NorthStar Healthcare Unlimited Company)
17778711000001108,Amitriptyline 25mg tablets (Phoenix Healthcare Distribution Ltd)
17778811000001100,Amitriptyline 25mg tablets (Phoenix Healthcare Distribution Ltd)
666511000001101,Amitriptyline 25mg tablets (Ranbaxy (UK) Ltd)
1423211000001103,Amitriptyline 25mg tablets (Ranbaxy (UK) Ltd)
5162711000001107,Amitriptyline 25mg tablets (Sandoz Ltd)
5162811000001104,Amitriptyline 25mg tablets (Sandoz Ltd)
15051511000001109,Amitriptyline 25mg tablets (Sigma Pharmaceuticals Plc)
15051711000001104,Amitriptyline 25mg tablets (Sigma Pharmaceuticals Plc)
40611000001100,Amitriptyline 25mg tablets (Teva UK Ltd)
1422911000001100,Amitriptyline 25mg tablets (Teva UK Ltd)
21763111000001105,Amitriptyline 25mg tablets (Waymade Healthcare Plc)
21768011000001102,Amitriptyline 25mg tablets (Waymade Healthcare Plc)
11176611000001109,Amitriptyline 25mg tablets (Wockhardt UK Ltd)
11176711000001100,Amitriptyline 25mg tablets (Wockhardt UK Ltd)
1021411000001108,Amitriptyline 25mg/5ml oral solution sugar free
35901411000001107,Amitriptyline 25mg/5ml oral solution sugar free
375811000001108,Amitriptyline 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
2208711000001105,Amitriptyline 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
28379211000001103,Amitriptyline 25mg/5ml oral solution sugar free (Accord Healthcare Ltd)
28379311000001106,Amitriptyline 25mg/5ml oral solution sugar free (Accord Healthcare Ltd)
111111000001101,Amitriptyline 25mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
2209611000001105,Amitriptyline 25mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
22589511000001102,Amitriptyline 25mg/5ml oral solution sugar free (DE Pharmaceuticals)
22589611000001103,Amitriptyline 25mg/5ml oral solution sugar free (DE Pharmaceuticals)
13109111000001106,Amitriptyline 25mg/5ml oral solution sugar free (Dowelhurst Ltd)
13109311000001108,Amitriptyline 25mg/5ml oral solution sugar free (Dowelhurst Ltd)
323711000001100,Amitriptyline 25mg/5ml oral solution sugar free (Kent Pharma (UK) Ltd)
2209011000001103,Amitriptyline 25mg/5ml oral solution sugar free (Kent Pharma (UK) Ltd)
38783111000001102,Amitriptyline 25mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)
38783211000001108,Amitriptyline 25mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)
75911000001101,Amitriptyline 25mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
2209311000001100,Amitriptyline 25mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
29763411000001109,Amitriptyline 25mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
29763511000001108,Amitriptyline 25mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
29500111000001108,Amitriptyline 25mg/5ml oral solution sugar free (Thame Laboratories Ltd)
29500411000001103,Amitriptyline 25mg/5ml oral solution sugar free (Thame Laboratories Ltd)
21762111000001104,Amitriptyline 25mg/5ml oral solution sugar free (Waymade Healthcare Plc)
21762311000001102,Amitriptyline 25mg/5ml oral solution sugar free (Waymade Healthcare Plc)
18148011000001106,Amitriptyline 25mg/5ml oral solution sugar free (Wockhardt UK Ltd)
18148311000001109,Amitriptyline 25mg/5ml oral solution sugar free (Wockhardt UK Ltd)
33670811000001102,Amitriptyline 25mg/5ml oral suspension
33678311000001108,Amitriptyline 25mg/5ml oral suspension
33670911000001107,Amitriptyline 25mg/5ml oral suspension (Special Order)
33671011000001104,Amitriptyline 25mg/5ml oral suspension (Special Order)
4533111000001107,Amitriptyline 50mg modified-release capsules
35901511000001106,Amitriptyline 50mg modified-release capsules
321747004,Amitriptyline 50mg tablets
1262111000001109,Amitriptyline 50mg tablets
771511000001106,Amitriptyline 50mg tablets (A A H Pharmaceuticals Ltd)
1426711000001103,Amitriptyline 50mg tablets (A A H Pharmaceuticals Ltd)
743811000001109,Amitriptyline 50mg tablets (Accord Healthcare Ltd)
1426811000001106,Amitriptyline 50mg tablets (Accord Healthcare Ltd)
698011000001106,Amitriptyline 50mg tablets (Alliance Healthcare (Distribution) Ltd)
1427111000001101,Amitriptyline 50mg tablets (Alliance Healthcare (Distribution) Ltd)
9784911000001103,Amitriptyline 50mg tablets (Almus Pharmaceuticals Ltd)
9785011000001103,Amitriptyline 50mg tablets (Almus Pharmaceuticals Ltd)
20439111000001101,Amitriptyline 50mg tablets (Arrow Generics Ltd)
20439211000001107,Amitriptyline 50mg tablets (Arrow Generics Ltd)
36613711000001102,Amitriptyline 50mg tablets (Bristol Laboratories Ltd)
36613811000001105,Amitriptyline 50mg tablets (Bristol Laboratories Ltd)
22590111000001100,Amitriptyline 50mg tablets (DE Pharmaceuticals)
22590211000001106,Amitriptyline 50mg tablets (DE Pharmaceuticals)
13110411000001108,Amitriptyline 50mg tablets (Dowelhurst Ltd)
13110611000001106,Amitriptyline 50mg tablets (Dowelhurst Ltd)
778911000001108,Amitriptyline 50mg tablets (IVAX Pharmaceuticals UK Ltd)
1427211000001107,Amitriptyline 50mg tablets (IVAX Pharmaceuticals UK Ltd)
55411000001107,Amitriptyline 50mg tablets (Kent Pharma (UK) Ltd)
1427011000001102,Amitriptyline 50mg tablets (Kent Pharma (UK) Ltd)
29991911000001106,Amitriptyline 50mg tablets (Mawdsley-Brooks & Company Ltd)
29992011000001104,Amitriptyline 50mg tablets (Mawdsley-Brooks & Company Ltd)
38784211000001106,Amitriptyline 50mg tablets (Medihealth (Northern) Ltd)
38784311000001103,Amitriptyline 50mg tablets (Medihealth (Northern) Ltd)
34966611000001105,Amitriptyline 50mg tablets (NorthStar Healthcare Unlimited Company)
34966711000001101,Amitriptyline 50mg tablets (NorthStar Healthcare Unlimited Company)
17778911000001105,Amitriptyline 50mg tablets (Phoenix Healthcare Distribution Ltd)
17779011000001101,Amitriptyline 50mg tablets (Phoenix Healthcare Distribution Ltd)
29764011000001103,Amitriptyline 50mg tablets (Sigma Pharmaceuticals Plc)
29764111000001102,Amitriptyline 50mg tablets (Sigma Pharmaceuticals Plc)
540811000001101,Amitriptyline 50mg tablets (Teva UK Ltd)
1426911000001101,Amitriptyline 50mg tablets (Teva UK Ltd)
21763411000001100,Amitriptyline 50mg tablets (Waymade Healthcare Plc)
21763611000001102,Amitriptyline 50mg tablets (Waymade Healthcare Plc)
11176811000001108,Amitriptyline 50mg tablets (Wockhardt UK Ltd)
11176911000001103,Amitriptyline 50mg tablets (Wockhardt UK Ltd)
1221411000001104,Amitriptyline 50mg/5ml oral solution sugar free
35901611000001105,Amitriptyline 50mg/5ml oral solution sugar free
686711000001108,Amitriptyline 50mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
2211211000001105,Amitriptyline 50mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
28379411000001104,Amitriptyline 50mg/5ml oral solution sugar free (Accord Healthcare Ltd)
28379511000001100,Amitriptyline 50mg/5ml oral solution sugar free (Accord Healthcare Ltd)
895511000001104,Amitriptyline 50mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
2212011000001108,Amitriptyline 50mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
22589311000001108,Amitriptyline 50mg/5ml oral solution sugar free (DE Pharmaceuticals)
22589411000001101,Amitriptyline 50mg/5ml oral solution sugar free (DE Pharmaceuticals)
13109611000001103,Amitriptyline 50mg/5ml oral solution sugar free (Dowelhurst Ltd)
13109711000001107,Amitriptyline 50mg/5ml oral solution sugar free (Dowelhurst Ltd)
38784411000001105,Amitriptyline 50mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)
38784511000001109,Amitriptyline 50mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)
22201311000001102,Amitriptyline 50mg/5ml oral solution sugar free (Phoenix Healthcare Distribution Ltd)
22201411000001109,Amitriptyline 50mg/5ml oral solution sugar free (Phoenix Healthcare Distribution Ltd)
563711000001107,Amitriptyline 50mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
2211511000001108,Amitriptyline 50mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
29763611000001107,Amitriptyline 50mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
29763711000001103,Amitriptyline 50mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
29501411000001107,Amitriptyline 50mg/5ml oral solution sugar free (Thame Laboratories Ltd)
29502511000001103,Amitriptyline 50mg/5ml oral solution sugar free (Thame Laboratories Ltd)
21762411000001109,Amitriptyline 50mg/5ml oral solution sugar free (Waymade Healthcare Plc)
21762611000001107,Amitriptyline 50mg/5ml oral solution sugar free (Waymade Healthcare Plc)
18146311000001105,Amitriptyline 50mg/5ml oral solution sugar free (Wockhardt UK Ltd)
18146411000001103,Amitriptyline 50mg/5ml oral solution sugar free (Wockhardt UK Ltd)
8241511000001107,Amitriptyline 5mg/5ml oral solution
8277911000001107,Amitriptyline 5mg/5ml oral solution
8241611000001106,Amitriptyline 5mg/5ml oral solution (Special Order)
8241911000001100,Amitriptyline 5mg/5ml oral solution (Special Order)
8242511000001104,Amitriptyline 5mg/5ml oral suspension
8278011000001109,Amitriptyline 5mg/5ml oral suspension
8242711000001109,Amitriptyline 5mg/5ml oral suspension (Special Order)
8242911000001106,Amitriptyline 5mg/5ml oral suspension (Special Order)
11683711000001100,Amitriptyline 75mg/5ml oral solution
11711711000001107,Amitriptyline 75mg/5ml oral solution
11683811000001108,Amitriptyline 75mg/5ml oral solution (Special Order)
11684011000001100,Amitriptyline 75mg/5ml oral solution (Special Order)
11684311000001102,Amitriptyline 80mg/5ml oral solution
11711811000001104,Amitriptyline 80mg/5ml oral solution
11684511000001108,Amitriptyline 80mg/5ml oral solution (Special Order)
11684611000001107,Amitriptyline 80mg/5ml oral solution (Special Order)
321894004,Amoxapine 100mg tablets
3934111000001101,Amoxapine 100mg tablets
28785311000001100,Amoxapine 100mg tablets
32248311000001100,Amoxapine 100mg tablets
32248411000001107,Amoxapine 100mg tablets (Special Order)
32248511000001106,Amoxapine 100mg tablets (Special Order)
321893005,Amoxapine 50mg tablets
3798511000001102,Amoxapine 50mg tablets
24676911000001109,Amphero XL 150mg capsules (Mylan)
24677211000001103,Amphero XL 150mg capsules (Mylan)
24677311000001106,Amphero XL 75mg capsules (Mylan)
24677411000001104,Amphero XL 75mg capsules (Mylan)
701211000001104,Anafranil 10mg capsules (Novartis Pharmaceuticals UK Ltd)
1555511000001106,Anafranil 10mg capsules (Novartis Pharmaceuticals UK Ltd)
647111000001102,Anafranil 25mg capsules (Novartis Pharmaceuticals UK Ltd)
1557811000001104,Anafranil 25mg capsules (Novartis Pharmaceuticals UK Ltd)
4551211000001104,Anafranil 25mg/2ml solution for injection ampoules (Novartis Pharmaceuticals UK Ltd)
4551311000001107,Anafranil 25mg/2ml solution for injection ampoules (Novartis Pharmaceuticals UK Ltd)
4534911000001107,Anafranil 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd)
4535011000001107,Anafranil 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd)
5511000001101,Anafranil 50mg capsules (Novartis Pharmaceuticals UK Ltd)
1560711000001103,Anafranil 50mg capsules (Novartis Pharmaceuticals UK Ltd)
13828111000001103,Anafranil SR 75mg tablets (DE Pharmaceuticals)
13828211000001109,Anafranil SR 75mg tablets (DE Pharmaceuticals)
5615711000001101,Anafranil SR 75mg tablets (Dowelhurst Ltd)
5615911000001104,Anafranil SR 75mg tablets (Dowelhurst Ltd)
5616011000001107,Anafranil SR 75mg tablets (Dowelhurst Ltd)
5616211000001102,Anafranil SR 75mg tablets (Dowelhurst Ltd)
16138211000001108,Anafranil SR 75mg tablets (Lexon (UK) Ltd)
16138311000001100,Anafranil SR 75mg tablets (Lexon (UK) Ltd)
16138411000001107,Anafranil SR 75mg tablets (Lexon (UK) Ltd)
16262311000001107,Anafranil SR 75mg tablets (Mawdsley-Brooks & Company Ltd)
16262511000001101,Anafranil SR 75mg tablets (Mawdsley-Brooks & Company Ltd)
18522411000001109,Anafranil SR 75mg tablets (Mawdsley-Brooks & Company Ltd)
17584911000001106,Anafranil SR 75mg tablets (Necessity Supplies Ltd)
17585011000001106,Anafranil SR 75mg tablets (Necessity Supplies Ltd)
17585411000001102,Anafranil SR 75mg tablets (Necessity Supplies Ltd)
119411000001107,Anafranil SR 75mg tablets (Novartis Pharmaceuticals UK Ltd)
2228711000001101,Anafranil SR 75mg tablets (Novartis Pharmaceuticals UK Ltd)
14193311000001106,Anafranil SR 75mg tablets (Sigma Pharmaceuticals Plc)
14193411000001104,Anafranil SR 75mg tablets (Sigma Pharmaceuticals Plc)
19691811000001101,Anafranil SR 75mg tablets (Sigma Pharmaceuticals Plc)
16540611000001101,Anafranil SR 75mg tablets (Stephar (U.K.) Ltd)
16540811000001102,Anafranil SR 75mg tablets (Stephar (U.K.) Ltd)
5333911000001100,Anafranil SR 75mg tablets (Waymade Healthcare Plc)
5334011000001102,Anafranil SR 75mg tablets (Waymade Healthcare Plc)
13618511000001106,Anafranil SR 75mg tablets (Waymade Healthcare Plc)
36846211000001103,Apclaven XL 150mg capsules (Torrent Pharma (UK) Ltd)
36846411000001104,Apclaven XL 150mg capsules (Torrent Pharma (UK) Ltd)
36845311000001101,Apclaven XL 37.5mg capsules (Torrent Pharma (UK) Ltd)
36845511000001107,Apclaven XL 37.5mg capsules (Torrent Pharma (UK) Ltd)
36845711000001102,Apclaven XL 75mg capsules (Torrent Pharma (UK) Ltd)
36845911000001100,Apclaven XL 75mg capsules (Torrent Pharma (UK) Ltd)
3934511000001105,Asendis 100mg tablets (Mercury Pharma Group Ltd)
3934711000001100,Asendis 100mg tablets (Mercury Pharma Group Ltd)
3798611000001103,Asendis 50mg tablets (Mercury Pharma Group Ltd)
3798711000001107,Asendis 50mg tablets (Mercury Pharma Group Ltd)
21992211000001100,Bonilux XL 150mg capsules (Sandoz Ltd)
21992311000001108,Bonilux XL 150mg capsules (Sandoz Ltd)
21992411000001101,Bonilux XL 75mg capsules (Sandoz Ltd)
21992511000001102,Bonilux XL 75mg capsules (Sandoz Ltd)
37431011000001109,Brintellix 10mg tablets (CST Pharma Ltd)
37431111000001105,Brintellix 10mg tablets (CST Pharma Ltd)
38122011000001109,Brintellix 10mg tablets (DE Pharmaceuticals)
38122111000001105,Brintellix 10mg tablets (DE Pharmaceuticals)
37622111000001101,Brintellix 10mg tablets (Ethigen Ltd)
37622211000001107,Brintellix 10mg tablets (Ethigen Ltd)
30248111000001105,Brintellix 10mg tablets (Lundbeck Ltd)
30248211000001104,Brintellix 10mg tablets (Lundbeck Ltd)
37352011000001105,Brintellix 10mg tablets (Mawdsley-Brooks & Company Ltd)
37352211000001100,Brintellix 10mg tablets (Mawdsley-Brooks & Company Ltd)
30247811000001102,Brintellix 20mg tablets (Lundbeck Ltd)
30247911000001107,Brintellix 20mg tablets (Lundbeck Ltd)
37431211000001104,Brintellix 5mg tablets (CST Pharma Ltd)
37431311000001107,Brintellix 5mg tablets (CST Pharma Ltd)
